Incident Type,Council District,Mental Health Flag,Priority Level,Response Datetime,Response Year,Response Month,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Number of Units Arrived,Unit Time on Scene,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2015-08-17T18:31:42Z,2015,Aug,Mon,18,2015-08-17T19:24:02Z,2015-08-17T20:15:53Z,George,Service,Other,1,3111,3163,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2019-10-07T18:35:02Z,2019,Oct,Mon,18,2019-10-07T18:59:54Z,2019-10-07T19:07:44Z,Adam,Alarm Burglar,Alarms,1,470,1547,0,0,0
Dispatched Incident,7,Mental Health Incident,Priority 0,2019-12-30T11:11:40Z,2019,Dec,Mon,11,2019-12-30T11:14:07Z,2019-12-30T11:47:14Z,Ida,Disturbance Hs,Disturbance,1,1987,183,0,0,0
Dispatched Incident,9,Mental Health Incident,Priority 2,2020-08-29T03:19:21Z,2020,Aug,Sat,3,2020-08-29T03:22:28Z,2020-08-29T03:45:22Z,George,Trespass Urgent,Trespassing,2,2631,238,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2019-05-15T18:25:22Z,2019,May,Wed,18,2019-05-15T18:27:20Z,2019-05-15T21:15:37Z,Adam,Suspicious Vehicle,Suspicious Things,3,17476,146,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 0,2021-07-12T01:11:59Z,2021,Jul,Mon,1,2021-07-12T01:23:59Z,2021-07-12T03:05:45Z,Henry,Disturbance Hs,Disturbance,3,12128,794,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2019-12-08T17:58:06Z,2019,Dec,Sun,17,2019-12-08T18:10:17Z,2019-12-08T18:18:48Z,Frank,Alarm Burglar,Alarms,2,984,736,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2018-06-25T16:22:32Z,2018,Jun,Mon,16,2018-06-25T17:58:33Z,2018-06-25T18:16:07Z,Charlie,Check Welfare Service,Welfare Check,2,2097,5831,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2019-05-09T13:54:24Z,2019,May,Thu,13,2019-05-09T14:01:35Z,2019-05-09T15:32:45Z,David,Crash Hs,Crashes,2,9078,463,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2014-09-06T00:17:12Z,2014,Sep,Sat,0,2014-09-06T01:05:38Z,2014-09-06T01:24:09Z,Ida,Dwi/Reckless Driving Info,DUI/DWI,1,1111,2966,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2021-10-23T08:54:33Z,2021,Oct,Sat,8,2021-10-23T09:05:14Z,2021-10-23T09:10:52Z,David,Alarm Burglar,Alarms,2,617,653,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2018-02-28T10:27:34Z,2018,Feb,Wed,10,2018-02-28T11:21:57Z,2018-02-28T11:52:29Z,Ida,Service,Other,1,1832,3458,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2018-04-26T04:52:53Z,2018,Apr,Thu,4,2018-04-26T04:57:55Z,2018-04-26T06:06:35Z,Baker,Pedestrian On Hsr,Traffic Stop/Hazard,3,6196,341,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2020-05-24T02:08:21Z,2020,May,Sun,2,2020-05-24T02:12:11Z,2020-05-24T02:16:55Z,David,Disturbance Hs,Disturbance,1,284,275,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 0,2018-03-20T19:50:33Z,2018,Mar,Tue,19,2018-03-20T19:59:53Z,2018-03-20T20:03:20Z,Baker,Pedestrian On Hsr,Traffic Stop/Hazard,1,207,638,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2016-03-27T12:49:31Z,2016,Mar,Sun,12,2016-03-27T13:05:27Z,2016-03-27T13:25:36Z,Ida,Suspicious Person,Suspicious Things,2,2256,1000,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 3,2015-07-16T12:35:46Z,2015,Jul,Thu,12,2015-07-16T13:06:42Z,2015-07-16T17:17:16Z,Adam,Service,Other,1,15034,1966,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2020-07-24T12:47:40Z,2020,Jul,Fri,12,2020-07-24T12:52:39Z,2020-07-24T13:27:45Z,Baker,Alarm Burglar,Alarms,2,2739,370,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2022-03-16T21:56:00Z,2022,Mar,Wed,21,2022-03-16T22:55:54Z,2022-03-16T23:12:45Z,Charlie,Doc / C.o. Violation,Disorderly Conduct,1,1011,3607,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2015-09-28T14:08:00Z,2015,Sep,Mon,14,2015-09-28T14:20:05Z,2015-09-28T14:22:12Z,Henry,Traffic Hazard,Traffic Stop/Hazard,1,127,770,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2021-08-07T01:21:01Z,2021,Aug,Sat,1,2021-08-07T01:24:18Z,2021-08-07T03:11:31Z,George,Kidnapping Abduction Hs,Missing Persons/Kidnapping,2,11422,224,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 3,2017-05-04T19:09:37Z,2017,May,Thu,19,2017-05-04T19:27:16Z,2017-05-04T20:04:51Z,Adam,Burglary Res Service,Burglary,1,2256,1108,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2021-02-12T07:55:28Z,2021,Feb,Fri,7,2021-02-12T08:07:03Z,2021-02-12T10:52:06Z,Charlie,Crash Hs,Crashes,7,29623,765,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2018-12-14T08:56:53Z,2018,Dec,Fri,8,2018-12-14T09:23:41Z,2018-12-14T09:58:46Z,Frank,Crash Service,Crashes,1,2105,1728,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 3,2016-11-27T13:25:44Z,2016,Nov,Sun,13,2016-11-27T13:39:35Z,2016-11-27T14:59:04Z,David,Crash Service,Crashes,1,4769,994,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2016-10-25T17:18:00Z,2016,Oct,Tue,17,2016-10-25T17:23:23Z,2016-10-25T17:26:19Z,Ida,Suspicious Person,Suspicious Things,1,170,381,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2018-12-07T08:37:22Z,2018,Dec,Fri,8,2018-12-07T08:57:14Z,2018-12-07T09:16:54Z,David,Traffic Hazard,Traffic Stop/Hazard,1,1180,1272,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2023-11-28T09:31:26Z,2023,Nov,Tue,9,2023-11-28T09:48:25Z,2023-11-28T10:33:11Z,Edward,Traffic Hazard,Traffic Stop/Hazard,1,2686,1057,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2019-11-05T14:33:58Z,2019,Nov,Tue,14,2019-11-05T15:55:38Z,2019-11-05T15:57:51Z,Charlie,Trespass Urgent,Trespassing,1,133,4948,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2023-10-01T14:41:25Z,2023,Oct,Sun,14,2023-10-01T16:08:08Z,2023-10-01T16:28:22Z,Ida,Trespass Urgent,Trespassing,3,3031,5351,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2017-02-01T15:36:02Z,2017,Feb,Wed,15,2017-02-01T15:50:36Z,2017-02-01T15:55:21Z,Charlie,Check Welfare Urgent,Welfare Check,1,285,979,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2023-09-17T05:15:53Z,2023,Sep,Sun,5,2023-09-17T05:30:57Z,2023-09-17T05:37:41Z,Ida,Alarm Burglar,Alarms,1,404,953,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2019-12-01T17:31:37Z,2019,Dec,Sun,17,2019-12-01T18:42:01Z,2019-12-01T19:26:30Z,Ida,Auto Theft,Auto Theft,1,2669,4268,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2019-12-05T01:10:29Z,2019,Dec,Thu,1,2019-12-05T01:15:49Z,2019-12-05T01:39:12Z,Charlie,Traffic Hazard,Traffic Stop/Hazard,2,1551,389,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2016-08-15T07:08:25Z,2016,Aug,Mon,7,2016-08-15T07:21:54Z,2016-08-15T07:26:53Z,Charlie,Hang-Up Residence,Other,2,378,826,0,0,0
Dispatched Incident,5,Mental Health Incident,Priority 1,2024-09-07T15:14:43Z,2024,Sep,Sat,15,2024-09-07T15:31:51Z,2024-09-07T16:38:50Z,David,Check Welfare Urgent,Welfare Check,2,6332,1212,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2017-11-23T23:15:56Z,2017,Nov,Thu,23,2017-11-23T23:23:20Z,2017-11-24T00:15:25Z,Adam,Disturbance Other,Disturbance,3,4627,457,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2021-07-29T10:47:14Z,2021,Jul,Thu,10,2021-07-29T10:51:57Z,2021-07-29T12:15:47Z,David,Assist Non Emergency,Assistance,2,7555,283,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2015-04-04T22:00:40Z,2015,Apr,Sat,22,2015-04-04T22:13:48Z,2015-04-04T22:30:15Z,Ida,Suspicious Person,Suspicious Things,2,1537,981,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2024-06-12T15:36:53Z,2024,Jun,Wed,15,2024-06-12T16:24:43Z,2024-06-12T16:35:20Z,Edward,Trespass Urgent,Trespassing,1,637,2888,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2023-09-04T11:37:43Z,2023,Sep,Mon,11,2023-09-04T11:41:00Z,2023-09-04T13:32:08Z,George,Disturbance Hs,Disturbance,3,12946,272,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 3,2016-11-05T19:28:58Z,2016,Nov,Sat,19,2016-11-05T20:21:51Z,2016-11-05T20:36:57Z,Adam,Crash Service,Crashes,1,902,3255,0,0,0
Dispatched Incident,4,Mental Health Incident,Priority 1,2019-06-13T17:09:47Z,2019,Jun,Thu,17,2019-06-13T17:18:57Z,2019-06-13T19:15:28Z,Ida,Check Welfare Urgent,Welfare Check,3,10068,586,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 1,2024-10-11T12:01:25Z,2024,Oct,Fri,12,2024-10-11T12:12:19Z,2024-10-11T12:41:51Z,Adam,Check Welfare Urgent,Welfare Check,2,2680,700,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2019-02-03T01:43:56Z,2019,Feb,Sun,1,2019-02-03T01:48:09Z,2019-02-03T03:44:49Z,Charlie,Reckless Driving Info,Traffic Stop/Hazard,2,11174,267,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2019-04-11T15:52:15Z,2019,Apr,Thu,15,2019-04-11T16:17:03Z,2019-04-11T16:28:07Z,Adam,Crash Service,Crashes,2,1323,1670,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 3,2024-11-01T13:10:09Z,2024,Nov,Fri,13,2024-11-01T13:24:45Z,2024-11-01T13:40:35Z,Adam,Service,Other,1,950,1047,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2022-11-04T06:48:16Z,2022,Nov,Fri,6,2022-11-04T07:14:30Z,2022-11-04T07:55:55Z,Edward,Robbery Hs,Robbery,1,2485,1833,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 3,2021-08-22T10:24:15Z,2021,Aug,Sun,10,2021-08-22T10:54:50Z,2021-08-22T12:37:44Z,Adam,Crash Service,Crashes,1,6174,1956,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2023-11-25T09:08:48Z,2023,Nov,Sat,9,2023-11-25T09:29:41Z,2023-11-25T09:38:50Z,David,Alarm Burglar,Alarms,1,549,1260,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 1,2019-08-10T01:09:48Z,2019,Aug,Sat,1,2019-08-10T01:20:06Z,2019-08-10T01:45:18Z,Charlie,Suspicious Person,Suspicious Things,2,1806,569,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-02-10T13:40:33Z,2014,Feb,Mon,13,2014-02-10T13:46:19Z,2014-02-10T16:31:22Z,Frank,Drugs,Drugs,2,17935,431,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2018-09-22T23:25:41Z,2018,Sep,Sat,23,2018-09-22T23:34:53Z,2018-09-22T23:47:54Z,Baker,Doc / C.o. Violation,Disorderly Conduct,1,781,596,0,0,0
Dispatched Incident,8,Mental Health Incident,Priority 1,2024-01-13T20:40:35Z,2024,Jan,Sat,20,2024-01-13T21:10:08Z,2024-01-14T00:55:25Z,David,Disturbance Hs,Disturbance,1,13517,1854,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2018-06-27T16:00:59Z,2018,Jun,Wed,16,2018-06-27T18:27:06Z,2018-06-27T18:54:02Z,Baker,Doc / C.o. Violation,Disorderly Conduct,1,1616,8812,0,0,0
Dispatched Incident,9,Mental Health Incident,Priority 2,2019-03-12T20:47:03Z,2019,Mar,Tue,20,2019-03-12T21:18:28Z,2019-03-12T22:23:01Z,Charlie,Trespass Urgent,Trespassing,2,5133,2020,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 1,2017-05-29T22:14:10Z,2017,May,Mon,22,2017-05-29T22:17:15Z,2017-05-29T23:23:02Z,Charlie,Disturbance Urgent,Disturbance,3,10703,209,0,0,0
Dispatched Incident,5,Mental Health Incident,Priority 2,2020-10-17T08:00:55Z,2020,Oct,Sat,8,2020-10-17T09:39:23Z,2020-10-17T11:47:29Z,David,Service,Other,2,12169,6111,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2018-09-17T08:12:29Z,2018,Sep,Mon,8,2018-09-17T08:18:32Z,2018-09-17T08:43:37Z,Ida,Disturbance Service,Disturbance,1,1505,476,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2016-08-06T10:49:30Z,2016,Aug,Sat,10,2016-08-06T11:09:14Z,2016-08-06T11:25:16Z,Edward,Alarm Burglar,Alarms,1,962,1228,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 0,2015-06-06T22:42:05Z,2015,Jun,Sat,22,2015-06-06T22:46:48Z,2015-06-06T23:00:16Z,Adam,Suspicious Person,Suspicious Things,4,2724,297,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2018-09-06T20:59:04Z,2018,Sep,Thu,20,2018-09-06T21:23:04Z,2018-09-06T22:57:50Z,Adam,Service,Other,2,8299,1517,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2019-08-10T01:37:35Z,2019,Aug,Sat,1,2019-08-10T01:47:31Z,2019-08-10T02:13:53Z,David,Nature Unknown Urgent,Other,2,3144,668,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2014-08-25T01:05:37Z,2014,Aug,Mon,1,2014-08-25T01:08:11Z,2014-08-25T01:54:10Z,Baker,Crash Hs,Crashes,3,6664,187,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2017-10-01T20:43:33Z,2017,Oct,Sun,20,2017-10-01T21:07:35Z,2017-10-01T21:21:38Z,Charlie,Disturbance Other,Disturbance,1,843,1471,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 1,2014-02-09T21:12:22Z,2014,Feb,Sun,21,2014-02-09T21:20:11Z,2014-02-09T21:59:49Z,Charlie,Disturbance Service,Disturbance,1,2378,498,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2020-02-24T18:37:46Z,2020,Feb,Mon,18,2020-02-24T18:53:54Z,2020-02-24T18:57:45Z,Henry,Alarm Burglar,Alarms,1,231,990,0,0,0
Dispatched Incident,6,Mental Health Incident,Priority 2,2023-07-19T20:30:13Z,2023,Jul,Wed,20,2023-07-19T20:47:39Z,2023-07-19T21:31:14Z,Adam,Disturbance Other,Disturbance,2,4379,1133,0,0,0
Dispatched Incident,9,Mental Health Incident,Priority 3,2021-11-06T01:28:58Z,2021,Nov,Sat,1,2021-11-06T08:08:18Z,2021-11-06T08:39:45Z,Baker,Service,Other,1,1887,24101,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2019-12-06T21:49:03Z,2019,Dec,Fri,21,2019-12-06T23:02:20Z,2019-12-06T23:11:57Z,David,Missing Service,Missing Persons/Kidnapping,1,577,4431,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2015-08-03T13:25:33Z,2015,Aug,Mon,13,2015-08-03T14:24:52Z,2015-08-03T14:51:19Z,Ida,Auto Theft Service,Auto Theft,1,1587,3669,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2016-06-23T13:04:59Z,2016,Jun,Thu,13,2016-06-23T13:21:07Z,2016-06-23T13:38:09Z,David,Traffic Hazard,Traffic Stop/Hazard,2,2000,1129,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2019-12-26T07:49:26Z,2019,Dec,Thu,7,2019-12-26T08:11:56Z,2019-12-26T08:23:56Z,Ida,Alarm Burglar,Alarms,1,720,1436,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2022-01-08T17:55:50Z,2022,Jan,Sat,17,2022-01-08T18:03:24Z,2022-01-08T19:07:52Z,Adam,Disturbance Other,Disturbance,2,5916,522,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2023-08-03T09:59:15Z,2023,Aug,Thu,9,2023-08-03T10:17:57Z,2023-08-03T12:47:49Z,Frank,Crash Service,Crashes,1,8992,1395,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 3,2018-05-07T22:43:46Z,2018,May,Mon,22,2018-05-07T22:43:47Z,2018-05-07T23:13:03Z,Baker,Checking Area,Administrative,1,1756,1,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2021-10-20T12:32:17Z,2021,Oct,Wed,12,2021-10-20T13:27:33Z,2021-10-20T13:59:05Z,Edward,Disturbance Other,Disturbance,2,3269,3458,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2022-01-20T18:06:29Z,2022,Jan,Thu,18,2022-01-20T20:11:57Z,2022-01-20T20:43:43Z,Edward,Disturbance Service,Disturbance,1,1906,7610,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2017-01-01T10:41:13Z,2017,Jan,Sun,10,2017-01-01T10:44:02Z,2017-01-01T11:03:31Z,George,Nature Unknown Urgent,Other,2,2254,223,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2015-06-27T11:08:29Z,2015,Jun,Sat,11,2015-06-27T11:21:49Z,2015-06-27T11:27:50Z,Baker,Disturbance Other,Disturbance,1,361,821,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2023-03-24T18:11:15Z,2023,Mar,Fri,18,2023-03-24T19:00:25Z,2023-03-24T19:30:48Z,Edward,Alarm Burglar,Alarms,1,1823,2973,0,0,0
Dispatched Incident,9,Mental Health Incident,Priority 2,2021-03-31T16:29:59Z,2021,Mar,Wed,16,2021-03-31T16:42:29Z,2021-03-31T18:14:05Z,George,Disturbance Other,Disturbance,1,5496,801,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 1,2024-10-18T02:35:47Z,2024,Oct,Fri,2,2024-10-18T02:39:41Z,2024-10-18T02:45:07Z,Charlie,Disturbance Urgent,Disturbance,3,741,457,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2017-05-02T12:50:57Z,2017,May,Tue,12,2017-05-02T13:16:34Z,2017-05-02T13:56:42Z,Frank,Crash Urgent,Crashes,2,4669,1567,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2015-09-05T02:22:11Z,2015,Sep,Sat,2,2015-09-05T02:30:03Z,2015-09-05T02:44:42Z,Ida,Disturbance Other,Disturbance,2,1526,701,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2019-10-02T05:54:14Z,2019,Oct,Wed,5,2019-10-02T06:57:44Z,2019-10-02T07:29:32Z,Baker,Service,Other,1,1908,3863,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2020-03-17T18:43:28Z,2020,Mar,Tue,18,2020-03-17T19:23:20Z,2020-03-17T19:33:21Z,Henry,Suspicious Vehicle,Suspicious Things,1,601,2409,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2015-09-15T13:28:24Z,2015,Sep,Tue,13,2015-09-15T13:31:57Z,2015-09-15T13:39:43Z,Baker,Auto Theft Service,Auto Theft,1,466,446,0,0,0
Dispatched Incident,1,Mental Health Incident,Priority 1,2022-05-25T18:41:09Z,2022,May,Wed,18,2022-05-25T18:58:09Z,2022-05-25T20:17:01Z,Edward,Check Welfare Urgent,Welfare Check,1,4732,1125,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 1,2021-05-12T09:36:37Z,2021,May,Wed,9,2021-05-12T09:38:31Z,2021-05-12T11:22:29Z,Charlie,Disturbance Urgent,Disturbance,3,13317,128,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2017-09-17T17:58:09Z,2017,Sep,Sun,17,2017-09-17T18:09:34Z,2017-09-17T19:00:17Z,George,Doc / C.o. Violation,Disorderly Conduct,1,3043,717,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2015-12-30T04:07:20Z,2015,Dec,Wed,4,2015-12-30T04:26:33Z,2015-12-30T05:05:00Z,Edward,Disturbance Other,Disturbance,2,3238,1171,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 0,2021-02-12T06:41:14Z,2021,Feb,Fri,6,2021-02-12T07:06:00Z,2021-02-12T07:26:24Z,Henry,Crash Urgent,Crashes,2,2306,1486,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2019-04-27T18:19:53Z,2019,Apr,Sat,18,2019-04-27T18:29:03Z,2019-04-27T18:48:47Z,Baker,Doc / C.o. Violation,Disorderly Conduct,1,1184,575,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 0,2020-01-07T12:47:25Z,2020,Jan,Tue,12,2020-01-07T12:53:57Z,2020-01-07T12:55:02Z,Henry,Traffic Hazard Hs,Traffic Stop/Hazard,1,60,414,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2016-10-15T02:33:30Z,2016,Oct,Sat,2,2016-10-15T04:42:02Z,2016-10-15T04:49:04Z,Frank,Service,Other,1,421,7849,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2019-09-19T23:37:32Z,2019,Sep,Thu,23,2019-09-19T23:46:07Z,2019-09-20T00:26:15Z,Ida,Check Welfare Urgent,Welfare Check,3,6826,704,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2016-09-16T17:09:13Z,2016,Sep,Fri,17,2016-09-16T17:25:05Z,2016-09-16T17:30:05Z,Ida,Crash Urgent,Crashes,2,553,1014,0,0,0
Dispatched Incident,9,Mental Health Incident,Priority 3,2022-03-30T10:07:38Z,2022,Mar,Wed,10,2022-03-30T10:14:33Z,2022-03-30T11:22:48Z,Baker,Suspicious Person,Suspicious Things,2,5022,448,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2024-06-30T16:51:10Z,2024,Jun,Sun,16,2024-06-30T17:21:55Z,2024-06-30T19:07:59Z,Frank,Check Welfare Urgent,Welfare Check,1,6364,1923,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 0,2024-06-05T23:40:39Z,2024,Jun,Wed,23,2024-06-05T23:45:58Z,2024-06-06T01:02:28Z,David,Burglary Hs,Burglary,4,14745,435,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2022-05-19T02:57:04Z,2022,May,Thu,2,2022-05-19T03:50:00Z,2022-05-19T03:55:09Z,Edward,Disturbance Other,Disturbance,1,309,3205,0,0,0
Dispatched Incident,4,Mental Health Incident,Priority 1,2022-07-13T23:50:33Z,2022,Jul,Wed,23,2022-07-14T00:06:58Z,2022-07-14T01:23:38Z,Ida,Ccd / Counselor,Welfare Check,3,6193,392,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2020-04-25T11:22:57Z,2020,Apr,Sat,11,2020-04-25T11:32:01Z,2020-04-25T11:50:20Z,Baker,Alarm Burglar,Alarms,2,2171,551,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2017-07-16T14:35:02Z,2017,Jul,Sun,14,2017-07-16T14:35:02Z,2017-07-16T21:03:49Z,Charlie,Special Assignment,Administrative,3,46725,0,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 3,2022-04-02T21:33:58Z,2022,Apr,Sat,21,2022-04-02T22:06:31Z,2022-04-02T22:23:43Z,Frank,Check Welfare Service,Welfare Check,2,1696,2129,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 1,2018-08-04T11:25:29Z,2018,Aug,Sat,11,2018-08-04T11:30:27Z,2018-08-04T14:17:23Z,David,Check Welfare Urgent,Welfare Check,3,24665,367,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2017-01-18T04:32:54Z,2017,Jan,Wed,4,2017-01-18T04:43:37Z,2017-01-18T04:48:49Z,Baker,Traffic Hazard,Traffic Stop/Hazard,2,487,734,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2016-08-25T10:49:50Z,2016,Aug,Thu,10,2016-08-25T10:55:12Z,2016-08-25T11:24:52Z,Ida,Trespass Urgent,Trespassing,3,4461,340,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2018-01-08T21:02:54Z,2018,Jan,Mon,21,2018-01-08T21:26:35Z,2018-01-08T21:59:08Z,Edward,Public Intoxication,Disorderly Conduct,1,1953,1505,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2015-09-27T22:48:18Z,2015,Sep,Sun,22,2015-09-27T22:51:57Z,2015-09-27T23:10:58Z,Charlie,Disturbance Hs,Disturbance,5,4129,387,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 1,2016-02-13T15:39:15Z,2016,Feb,Sat,15,2016-02-13T15:51:58Z,2016-02-13T15:55:07Z,Baker,Check Welfare Urgent,Welfare Check,1,189,853,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2014-10-16T00:19:42Z,2014,Oct,Thu,0,2014-10-16T00:26:55Z,2014-10-16T03:20:49Z,David,Check Welfare Urgent,Welfare Check,5,14756,472,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2014-10-24T06:38:20Z,2014,Oct,Fri,6,2014-10-24T06:54:25Z,2014-10-24T06:59:51Z,Adam,Suspicious Vehicle,Suspicious Things,1,326,1017,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2019-05-16T14:20:57Z,2019,May,Thu,14,2019-05-16T15:35:49Z,2019-05-16T15:41:53Z,Baker,Crash Urgent,Crashes,1,364,4525,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 0,2024-11-09T00:41:46Z,2024,Nov,Sat,0,2024-11-09T00:50:55Z,2024-11-09T01:22:22Z,David,Disturbance Hs,Disturbance,3,4639,651,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2018-05-21T02:59:46Z,2018,May,Mon,2,2018-05-21T03:02:44Z,2018-05-21T04:43:06Z,Frank,Alarm Burglar,Alarms,7,9462,216,0,0,0
